geo_id,tract,total_18_to_64_2018_ALL,total_18_to_64_2018_BLACK,total_18_to_64_2018_LATINX,total_18_to_64_2018_WHITE,percent_18_to_64_2018_BLACK,percent_18_to_64_2018_LATINX,percent_18_to_64_2018_WHITE,total_18_to_over_2018_ALL,total_18_to_over_2018_BLACK,total_18_to_over_2018_LATINX,total_18_to_over_2018_WHITE,percent_18_to_over_2018_BLACK,percent_18_to_over_2018_LATINX,percent_18_to_over_2018_WHITE,total_assoc_to_higher_2018_ALL,percent_assoc_to_higher_2018_ALL,total_bach_to_higher_2018_ALL,total_bach_to_higher_2018_BLACK,total_bach_to_higher_2018_LATINX,total_bach_to_higher_2018_WHITE,percent_bach_to_higher_2018_ALL,percent_bach_to_higher_2018_BLACK,percent_bach_to_higher_2018_LATINX,percent_bach_to_higher_2018_WHITE, median_income_all_2018 , median_income_black_2018 , median_income_latinx_2018 , median_income_white_2018 ,totalbelowpov_18_to_64_2018,totalbelowpov_black_2018,totalbelowpov_latinx_2018,totalbelowpov_white_2018,pctbelowpov_18_to_64_2018,pctbelowpov_black_2018,pctbelowpov_latinx_2018,pctbelowpov_white_2018
1400000US48201340700,"Census Tract 3407, Harris County, Texas",4776,398,1439,1933,8.3%,30.1%,40.5%,5594,398,1514,2537,7.1%,27.1%,45.4%,2195,45.2%,1695,136,147,1069,34.9%,8.0%,8.7%,63.1%," $ 73,198.00 ", - ," $ 70,132.00 "," $ 85,469.00 ",471,387,282,194,9.9%,49.5%,9.9%,6.6%
1400000US48201343100,"Census Tract 3431, Harris County, Texas",3061,67,882,1984,2.2%,28.8%,64.8%,3692,77,1014,2390,2.1%,27.5%,64.7%,880,26.0%,542,0,58,444,16.0%,0.0%,10.7%,81.9%," $ 79,355.00 ", - ," $ 67,750.00 "," $ 87,978.00 ",150,12,206,126,4.9%,14.0%,14.4%,4.3%
1400000US48201343200,"Census Tract 3432, Harris County, Texas",3615,90,1361,2013,2.5%,37.6%,55.7%,4069,100,1476,2334,2.5%,36.3%,57.4%,1129,31.9%,874,53,267,524,24.7%,6.1%,30.5%,60.0%," $ 108,258.00 "," $ 136,583.00 "," $ 107,094.00 "," $ 110,129.00 ",80,0,17,63,2.2%,0.0%,0.9%,2.1%
1400000US48201350400,"Census Tract 3504, Harris County, Texas",3991,700,2125,561,17.5%,53.2%,14.1%,4670,783,2284,779,16.8%,48.9%,16.7%,914,22.7%,695,120,282,124,17.3%,17.3%,40.6%,17.8%," $ 55,811.00 "," $ 39,750.00 "," $ 55,851.00 "," $ 60,469.00 ",476,232,521,152,11.9%,18.7%,14.4%,16.0%
1400000US48201211400,"Census Tract 2114, Harris County, Texas",2367,1116,906,271,47.1%,38.3%,11.4%,2691,1354,958,305,50.3%,35.6%,11.3%,707,30.1%,637,201,122,259,27.1%,31.6%,19.2%,40.7%," $ 29,045.00 "," $ 20,944.00 "," $ 27,969.00 "," $ 135,694.00 ",672,872,508,8,28.4%,44.7%,33.8%,2.5%
1400000US48201211500,"Census Tract 2115, Harris County, Texas",4267,149,4077,60,3.5%,95.5%,1.4%,4891,183,4658,69,3.7%,95.2%,1.4%,350,8.4%,206,17,188,1,4.9%,8.3%,91.3%,0.5%," $ 31,250.00 "," $ 32,206.00 "," $ 31,437.00 ", - ,1000,120,1804,21,23.4%,46.9%,27.3%,30.4%
1400000US48201211600,"Census Tract 2116, Harris County, Texas",1899,412,1360,107,21.7%,71.6%,5.6%,2118,513,1476,118,24.2%,69.7%,5.6%,175,9.4%,118,35,66,17,6.3%,29.7%,55.9%,14.4%," $ 30,102.00 "," $ 15,339.00 "," $ 41,597.00 "," $ 18,802.00 ",337,262,167,28,17.7%,45.7%,8.4%,23.7%
1400000US48201320200,"Census Tract 3202, Harris County, Texas",3534,44,2876,260,1.2%,81.4%,7.4%,3967,44,3156,337,1.1%,79.6%,8.5%,329,10.1%,227,0,88,74,7.0%,0.0%,38.8%,32.6%," $ 43,672.00 ", - ," $ 47,440.00 ", - ,624,44,823,65,17.7%,100.0%,18.1%,19.3%
1400000US48201321700,"Census Tract 3217, Harris County, Texas",2188,1,1902,252,0.0%,86.9%,11.5%,2512,16,2003,460,0.6%,79.7%,18.3%,458,21.4%,328,0,201,124,15.3%,0.0%,61.3%,37.8%," $ 69,085.00 ", - ," $ 74,688.00 "," $ 43,073.00 ",131,1,177,47,6.0%,6.3%,6.5%,9.0%
1400000US48201322600,"Census Tract 3226, Harris County, Texas",3678,76,2556,1028,2.1%,69.5%,27.9%,4127,76,2766,1262,1.8%,67.0%,30.6%,538,16.4%,378,9,200,154,11.5%,2.4%,52.9%,40.7%," $ 49,440.00 "," $ 47,344.00 "," $ 52,969.00 "," $ 48,750.00 ",698,5,1111,179,19.0%,4.2%,27.3%,11.1%
1400000US48201323500,"Census Tract 3235, Harris County, Texas",3488,343,2641,474,9.8%,75.7%,13.6%,3780,351,2782,617,9.3%,73.6%,16.3%,288,9.3%,186,23,129,34,6.0%,12.4%,69.4%,18.3%," $ 31,139.00 "," $ 31,250.00 "," $ 31,680.00 "," $ 30,471.00 ",896,434,1353,144,25.7%,61.9%,30.3%,20.5%
1400000US48201331200,"Census Tract 3312, Harris County, Texas",1842,1586,131,74,86.1%,7.1%,4.0%,2316,2058,131,76,88.9%,5.7%,3.3%,250,11.9%,227,211,1,0,10.8%,93.0%,0.4%,0.0%," $ 26,612.00 "," $ 26,535.00 ", - , - ,529,1127,146,10,28.7%,38.5%,74.1%,13.2%
1400000US48201330200,"Census Tract 3302, Harris County, Texas",2565,1102,1365,53,43.0%,53.2%,2.1%,3057,1497,1462,53,49.0%,47.8%,1.7%,571,21.8%,472,305,146,0,18.0%,64.6%,30.9%,0.0%," $ 48,616.00 "," $ 50,682.00 "," $ 46,905.00 ", - ,477,197,609,28,18.6%,10.4%,27.3%,31.8%
1400000US48201330500,"Census Tract 3305, Harris County, Texas",3028,1225,1597,58,40.5%,52.7%,1.9%,3560,1533,1755,124,43.1%,49.3%,3.5%,189,6.5%,116,65,13,27,4.0%,56.0%,11.2%,23.3%," $ 50,580.00 "," $ 51,039.00 "," $ 44,813.00 "," $ 102,738.00 ",486,299,599,7,16.1%,17.1%,21.2%,5.6%
1400000US48201330700,"Census Tract 3307, Harris County, Texas",5607,1792,3387,244,32.0%,60.4%,4.4%,6332,2179,3681,288,34.4%,58.1%,4.5%,1001,18.5%,777,448,242,21,14.4%,57.7%,31.1%,2.7%," $ 49,702.00 "," $ 54,044.00 "," $ 44,211.00 ", - ,994,456,1478,45,17.7%,15.4%,23.6%,13.5%
1400000US48201331500,"Census Tract 3315, Harris County, Texas",5821,4673,749,249,80.3%,12.9%,4.3%,7256,6092,749,265,84.0%,10.3%,3.7%,1674,26.0%,1202,886,114,167,18.7%,73.7%,9.5%,13.9%," $ 52,926.00 "," $ 52,913.00 ", - , - ,555,984,271,16,9.5%,12.5%,18.9%,5.3%
1400000US48201332300,"Census Tract 3323, Harris County, Texas",1949,1439,518,0,73.8%,26.6%,0.0%,2448,1876,574,6,76.6%,23.4%,0.2%,249,11.5%,176,176,0,0,8.1%,100.0%,0.0%,0.0%," $ 41,406.00 "," $ 31,875.00 "," $ 47,969.00 ", - ,445,665,31,0,22.8%,30.0%,3.5%,0.0%
1400000US48201333100,"Census Tract 3331, Harris County, Texas",2675,419,977,130,15.7%,36.5%,4.9%,3073,540,1023,229,17.6%,33.3%,7.5%,575,23.0%,485,135,135,49,19.4%,27.8%,27.8%,10.1%," $ 43,243.00 ", - ," $ 35,694.00 "," $ 102,917.00 ",392,309,303,70,14.7%,43.2%,19.3%,30.6%
1400000US48201333500,"Census Tract 3335, Harris County, Texas",3955,871,2765,305,22.0%,69.9%,7.7%,4456,1109,2964,369,24.9%,66.5%,8.3%,545,14.1%,453,148,180,125,11.7%,32.7%,39.7%,27.6%," $ 37,418.00 "," $ 26,560.00 "," $ 43,956.00 "," $ 29,254.00 ",491,478,844,46,12.4%,30.6%,19.3%,11.8%
1400000US48201333600,"Census Tract 3336, Harris County, Texas",2372,63,1885,349,2.7%,79.5%,14.7%,2864,116,2028,645,4.1%,70.8%,22.5%,718,28.2%,548,62,270,192,21.5%,11.3%,49.3%,35.0%," $ 63,036.00 "," $ 38,194.00 "," $ 64,147.00 "," $ 59,519.00 ",89,21,202,0,3.8%,18.1%,6.4%,0.0%
1400000US48201350300,"Census Tract 3503, Harris County, Texas",4185,474,2002,1417,11.3%,47.8%,33.9%,5263,580,2103,2258,11.0%,40.0%,42.9%,1705,39.0%,1276,172,168,781,29.2%,13.5%,13.2%,61.2%," $ 103,111.00 "," $ 99,564.00 "," $ 111,563.00 "," $ 107,073.00 ",122,0,405,117,2.9%,0.0%,13.4%,4.6%
1400000US48201410200,"Census Tract 4102, Harris County, Texas",4723,109,534,3427,2.3%,11.3%,72.6%,5106,132,597,3719,2.6%,11.7%,72.8%,3543,78.7%,3451,65,237,2617,76.7%,1.9%,6.9%,75.8%," $ 123,555.00 "," $ 133,563.00 "," $ 103,750.00 "," $ 117,750.00 ",285,24,118,158,6.0%,18.2%,19.1%,4.2%
1400000US48201411300,"Census Tract 4113, Harris County, Texas",3084,94,570,1846,3.0%,18.5%,59.9%,3704,109,590,2363,2.9%,15.9%,63.8%,2620,76.3%,2381,41,324,1568,69.3%,1.7%,13.6%,65.9%," $ 94,960.00 "," $ 45,774.00 "," $ 72,063.00 "," $ 97,383.00 ",228,103,123,267,7.4%,53.4%,17.6%,10.7%
1400000US48201411900,"Census Tract 4119, Harris County, Texas",2147,120,182,1612,5.6%,8.5%,75.1%,2729,120,191,2185,4.4%,7.0%,80.1%,2054,81.3%,1909,66,81,1585,75.6%,3.5%,4.2%,83.0%," $ 87,333.00 ", - ," $ 116,369.00 "," $ 136,397.00 ",168,0,0,270,8.0%,0.0%,0.0%,10.8%
1400000US48201420200,"Census Tract 4202, Harris County, Texas",1716,36,908,559,2.1%,52.9%,32.6%,2104,66,1076,720,3.1%,51.1%,34.2%,799,41.9%,647,29,117,356,33.9%,4.5%,18.1%,55.0%," $ 65,781.00 ", - ," $ 58,992.00 "," $ 69,750.00 ",99,1,122,31,5.8%,1.0%,8.6%,3.6%
1400000US48201423500,"Census Tract 4235, Harris County, Texas",1233,315,353,461,25.5%,28.6%,37.4%,1705,400,404,648,23.5%,23.7%,38.0%,780,51.1%,678,133,32,349,44.4%,19.6%,4.7%,51.5%," $ 79,722.00 "," $ 85,536.00 "," $ 77,841.00 "," $ 90,956.00 ",203,133,0,87,16.5%,27.7%,0.0%,11.8%
1400000US48201430600,"Census Tract 4306, Harris County, Texas",2202,2,233,1555,0.1%,10.6%,70.6%,2778,2,246,1992,0.1%,8.9%,71.7%,1964,77.2%,1908,0,161,1466,75.0%,0.0%,8.4%,76.8%," 250,000+ ", - ," 250,000+ "," 250,000+ ",89,2,30,36,4.0%,100.0%,6.7%,1.3%
1400000US48201433100,"Census Tract 4331, Harris County, Texas",2502,539,1892,25,21.5%,75.6%,1.0%,2523,539,1913,25,21.4%,75.8%,1.0%,233,11.8%,158,21,104,0,8.0%,13.3%,65.8%,0.0%," $ 31,766.00 "," $ 22,266.00 "," $ 35,184.00 ", - ,563,339,932,0,22.5%,37.8%,31.3%,0.0%
1400000US48201440100,"Census Tract 4401, Harris County, Texas",4893,1786,2009,725,36.5%,41.1%,14.8%,5648,1892,2140,1011,33.5%,37.9%,17.9%,1971,40.6%,1679,738,117,379,34.6%,44.0%,7.0%,22.6%," $ 54,663.00 "," $ 57,013.00 "," $ 43,147.00 "," $ 50,898.00 ",582,276,1010,74,11.9%,12.0%,33.4%,7.1%
1400000US48201450600,"Census Tract 4506, Harris County, Texas",2449,215,205,1609,8.8%,8.4%,65.7%,2908,215,217,1991,7.4%,7.5%,68.5%,2173,79.9%,2016,98,155,1358,74.1%,4.9%,7.7%,67.4%," $ 118,906.00 "," $ 55,208.00 "," $ 91,250.00 "," $ 139,572.00 ",171,12,33,105,7.0%,3.0%,11.6%,3.7%
1400000US48201450700,"Census Tract 4507, Harris County, Texas",3421,0,174,2983,0.0%,5.1%,87.2%,4466,0,174,4028,0.0%,3.9%,90.2%,3609,83.9%,3503,0,101,3191,81.4%,0.0%,2.9%,91.1%," $ 205,391.00 ", - ," $ 142,596.00 "," $ 215,500.00 ",98,0,0,141,2.9%,-,0.0%,2.4%
1400000US48201454600,"Census Tract 4546, Harris County, Texas",3192,199,1066,1674,6.2%,33.4%,52.4%,3919,199,1115,2302,5.1%,28.5%,58.7%,2210,60.7%,1554,61,144,1214,42.7%,3.9%,9.3%,78.1%," $ 66,696.00 ", - ," $ 47,959.00 "," $ 74,694.00 ",105,64,0,113,3.3%,32.2%,0.0%,4.0%
1400000US48201510600,"Census Tract 5106, Harris County, Texas",5494,311,1010,3456,5.7%,18.4%,62.9%,5659,393,1047,3501,6.9%,18.5%,61.9%,4217,86.0%,4005,224,548,2701,81.7%,5.6%,13.7%,67.4%," $ 121,592.00 "," $ 61,271.00 "," $ 67,948.00 "," $ 149,658.00 ",209,19,109,98,3.8%,4.5%,9.5%,2.5%
1400000US48201510800,"Census Tract 5108, Harris County, Texas",6346,269,1000,4399,4.2%,15.8%,69.3%,7291,297,1207,5109,4.1%,16.6%,70.1%,5558,80.7%,5165,142,619,3962,75.0%,2.7%,12.0%,76.7%," $ 149,693.00 ", - ," $ 96,609.00 "," $ 159,609.00 ",235,20,139,149,3.7%,6.7%,11.2%,2.6%
1400000US48201520400,"Census Tract 5204, Harris County, Texas",2293,60,1758,472,2.6%,76.7%,20.6%,2592,68,1858,652,2.6%,71.7%,25.2%,343,14.9%,284,16,98,170,12.3%,5.6%,34.5%,59.9%," $ 29,497.00 "," $ 17,344.00 "," $ 31,747.00 "," $ 24,306.00 ",564,48,728,121,24.6%,61.5%,28.1%,16.7%
1400000US48201521000,"Census Tract 5210, Harris County, Texas",1460,130,858,410,8.9%,58.8%,28.1%,1617,135,923,497,8.3%,57.1%,30.7%,500,36.6%,406,26,49,300,29.7%,6.4%,12.1%,73.9%," $ 37,644.00 "," 2,500- "," $ 27,262.00 "," $ 144,861.00 ",467,166,837,24,32.0%,89.2%,53.5%,4.1%
1400000US48201521700,"Census Tract 5217, Harris County, Texas",4962,1268,2991,590,25.6%,60.3%,11.9%,5128,1367,3003,646,26.7%,58.6%,12.6%,943,21.7%,643,261,147,209,14.8%,40.6%,22.9%,32.5%," $ 28,225.00 "," $ 26,900.00 "," $ 27,432.00 "," $ 31,037.00 ",1707,506,1849,331,34.4%,32.0%,43.5%,40.5%
1400000US48201220100,"Census Tract 2201, Harris County, Texas",1318,605,703,10,45.9%,53.3%,0.8%,1563,775,778,10,49.6%,49.8%,0.6%,94,6.8%,80,68,12,0,5.8%,85.0%,15.0%,0.0%," $ 34,375.00 "," $ 32,692.00 "," $ 40,417.00 ", - ,285,249,327,10,21.6%,24.2%,27.9%,100.0%
1400000US48201221600,"Census Tract 2216, Harris County, Texas",5854,216,5336,302,3.7%,91.2%,5.2%,6746,264,5961,506,3.9%,88.4%,7.5%,502,8.6%,292,31,261,0,5.0%,10.6%,89.4%,0.0%," $ 48,638.00 ", - ," $ 48,864.00 "," $ 44,149.00 ",1012,74,2462,46,17.3%,28.0%,27.1%,9.1%
1400000US48201222800,"Census Tract 2228, Harris County, Texas",1972,12,1737,192,0.6%,88.1%,9.7%,2131,12,1786,292,0.6%,83.8%,13.7%,131,7.5%,61,0,10,41,3.5%,0.0%,16.4%,67.2%," $ 33,110.00 ", - ," $ 33,311.00 "," $ 39,286.00 ",573,0,900,71,29.1%,0.0%,32.8%,21.1%
1400000US48201230200,"Census Tract 2302, Harris County, Texas",2946,2618,300,54,88.9%,10.2%,1.8%,3649,3265,336,74,89.5%,9.2%,2.0%,521,15.0%,379,368,11,0,10.9%,97.1%,2.9%,0.0%," $ 30,090.00 "," $ 30,902.00 ", - , - ,592,849,224,53,20.1%,19.4%,49.6%,82.8%
1400000US48201231900,"Census Tract 2319, Harris County, Texas",4866,2547,2141,178,52.3%,44.0%,3.7%,5911,3356,2360,195,56.8%,39.9%,3.3%,564,11.6%,334,334,0,0,6.9%,100.0%,0.0%,0.0%," $ 36,008.00 "," $ 32,170.00 "," $ 50,169.00 ", - ,1178,1064,598,41,24.2%,25.0%,18.8%,21.0%
1400000US48201251200,"Census Tract 2512, Harris County, Texas",3749,179,846,2381,4.8%,22.6%,63.5%,4623,179,896,3172,3.9%,19.4%,68.6%,2152,52.9%,1665,39,295,1208,40.9%,2.3%,17.7%,72.6%," $ 64,554.00 ", - ," $ 63,466.00 "," $ 72,072.00 ",545,95,412,257,14.5%,34.4%,25.7%,6.2%
1400000US48201254600,"Census Tract 2546, Harris County, Texas",2182,116,1623,359,5.3%,74.4%,16.5%,2550,159,1857,450,6.2%,72.8%,17.6%,442,19.5%,238,0,147,42,10.5%,0.0%,61.8%,17.6%," $ 57,455.00 "," $ 61,563.00 "," $ 56,199.00 "," $ 54,250.00 ",208,0,160,98,9.5%,0.0%,6.2%,19.1%
1400000US48201251600,"Census Tract 2516, Harris County, Texas",3987,71,902,3012,1.8%,22.6%,75.5%,4769,78,955,3723,1.6%,20.0%,78.1%,1374,35.2%,1094,0,140,954,28.0%,0.0%,12.8%,87.2%," $ 88,558.00 ", - ," $ 85,761.00 "," $ 100,186.00 ",247,0,1,407,6.2%,0.0%,0.1%,8.3%
1400000US48201253500,"Census Tract 2535, Harris County, Texas",5874,2010,2067,1286,34.2%,35.2%,21.9%,6696,2190,2279,1627,32.7%,34.0%,24.3%,1358,24.9%,790,134,195,174,14.5%,17.0%,24.7%,22.0%," $ 52,114.00 "," $ 34,363.00 "," $ 51,815.00 "," $ 75,859.00 ",1245,1606,833,263,21.3%,46.3%,23.2%,14.2%
1400000US48201254500,"Census Tract 2545, Harris County, Texas",1183,287,817,81,24.3%,69.1%,6.8%,1408,357,930,123,25.4%,66.1%,8.7%,123,10.3%,105,29,33,34,8.8%,27.6%,31.4%,32.4%," $ 46,773.00 "," $ 47,167.00 "," $ 45,580.00 ", - ,193,123,167,65,16.3%,29.9%,12.8%,43.3%
1400000US48201310500,"Census Tract 3105, Harris County, Texas",2854,122,2481,166,4.3%,86.9%,5.8%,3362,150,2931,186,4.5%,87.2%,5.5%,477,15.9%,359,20,214,84,12.0%,5.6%,59.6%,23.4%," $ 41,513.00 ", - ," $ 43,295.00 "," $ 52,857.00 ",574,69,1031,34,20.1%,44.8%,25.3%,18.3%
1400000US48201311400,"Census Tract 3114, Harris County, Texas",986,141,812,33,14.3%,82.4%,3.3%,1119,161,924,39,14.4%,82.6%,3.5%,151,15.1%,103,75,33,0,10.3%,72.8%,32.0%,0.0%," $ 49,450.00 "," $ 119,750.00 "," $ 48,100.00 ", - ,209,28,367,14,21.2%,14.2%,28.0%,35.9%
1400000US48201240600,"Census Tract 2406, Harris County, Texas",1766,652,1000,29,36.9%,56.6%,1.6%,1826,684,1028,29,37.5%,56.3%,1.6%,159,10.9%,98,33,68,7,6.7%,33.7%,69.4%,7.1%," $ 27,775.00 "," $ 32,333.00 "," $ 26,500.00 "," $ 23,750.00 ",556,276,868,11,31.5%,29.6%,48.5%,37.9%
1400000US48201241200,"Census Tract 2412, Harris County, Texas",4754,1227,1646,1661,25.8%,34.6%,34.9%,5393,1302,1761,2073,24.1%,32.7%,38.4%,1550,32.5%,1056,284,158,531,22.1%,26.9%,15.0%,50.3%," $ 50,735.00 "," $ 49,953.00 "," $ 51,520.00 "," $ 44,667.00 ",400,51,549,202,8.4%,2.8%,18.1%,8.1%
1400000US48201250600,"Census Tract 2506, Harris County, Texas",4936,1874,2100,881,38.0%,42.5%,17.8%,5835,2041,2288,1371,35.0%,39.2%,23.5%,749,15.1%,632,193,112,313,12.7%,30.5%,17.7%,49.5%," $ 38,293.00 "," $ 22,534.00 "," $ 44,344.00 "," $ 52,324.00 ",927,970,661,160,18.9%,31.9%,19.2%,10.5%
1400000US48201251000,"Census Tract 2510, Harris County, Texas",1893,236,312,1077,12.5%,16.5%,56.9%,2400,265,367,1500,11.0%,15.3%,62.5%,1309,65.4%,1245,56,105,894,62.2%,4.5%,8.4%,71.8%," $ 91,786.00 ", - ," $ 47,708.00 "," $ 126,146.00 ",271,63,80,173,14.3%,14.0%,15.3%,9.8%
1400000US48201251800,"Census Tract 2518, Harris County, Texas",1314,23,401,886,1.8%,30.5%,67.4%,1618,23,431,1156,1.4%,26.6%,71.4%,376,25.5%,254,0,50,200,17.2%,0.0%,19.7%,78.7%," $ 90,119.00 ", - ," $ 100,625.00 "," $ 85,074.00 ",46,0,11,79,3.5%,0.0%,1.6%,5.6%
1400000US48201252100,"Census Tract 2521, Harris County, Texas",1497,214,590,649,14.3%,39.4%,43.4%,1774,214,658,853,12.1%,37.1%,48.1%,266,17.9%,168,44,51,56,11.3%,26.2%,30.4%,33.3%," $ 62,375.00 ", - ," $ 54,375.00 "," $ 62,961.00 ",189,82,49,139,12.6%,26.5%,5.3%,14.5%
1400000US48201252200,"Census Tract 2522, Harris County, Texas",5814,1014,3385,985,17.4%,58.2%,16.9%,6263,1014,3619,1185,16.2%,57.8%,18.9%,1542,29.0%,1073,387,338,140,20.2%,36.1%,31.5%,13.0%," $ 56,174.00 "," $ 44,576.00 "," $ 63,433.00 "," $ 52,876.00 ",344,199,287,44,5.9%,13.3%,5.0%,3.3%
1400000US48201232500,"Census Tract 2325, Harris County, Texas",2808,777,1539,492,27.7%,54.8%,17.5%,3351,932,1859,560,27.8%,55.5%,16.7%,301,10.3%,94,18,9,67,3.2%,19.1%,9.6%,71.3%," $ 38,666.00 "," $ 35,243.00 "," $ 39,071.00 "," $ 44,102.00 ",358,208,348,44,20.9%,35.1%,15.0%,26.0%
1400000US48201232600,"Census Tract 2326, Harris County, Texas",1925,156,1487,279,8.1%,77.2%,14.5%,2254,202,1678,371,9.0%,74.4%,16.5%,429,21.4%,241,27,135,79,12.0%,11.2%,56.0%,32.8%," $ 62,167.00 ", - ," $ 63,500.00 "," $ 60,833.00 ",215,10,387,26,11.2%,3.1%,15.7%,6.3%
1400000US48201241400,"Census Tract 2414, Harris County, Texas",5812,919,1227,3372,15.8%,21.1%,58.0%,6901,1019,1256,4332,14.8%,18.2%,62.8%,2009,34.1%,1398,77,160,1108,23.7%,5.5%,11.4%,79.3%," $ 71,552.00 ", - ," $ 50,664.00 "," $ 74,020.00 ",1022,1069,807,396,17.6%,56.7%,38.8%,7.5%
1400000US48201542400,"Census Tract 5424, Harris County, Texas",8518,1197,4419,2307,14.1%,51.9%,27.1%,9314,1229,4852,2589,13.2%,52.1%,27.8%,2324,28.4%,1796,262,422,724,21.9%,14.6%,23.5%,40.3%," $ 67,739.00 "," $ 45,435.00 "," $ 69,966.00 "," $ 64,917.00 ",1103,377,895,399,13.0%,18.7%,13.3%,12.7%
1400000US48201550700,"Census Tract 5507, Harris County, Texas",2623,1009,1067,169,38.5%,40.7%,6.4%,2821,1046,1171,195,37.1%,41.5%,6.9%,688,27.4%,464,262,63,64,18.5%,56.5%,13.6%,13.8%," $ 70,050.00 "," $ 67,375.00 "," $ 71,548.00 "," $ 67,500.00 ",228,241,252,13,8.7%,18.4%,14.3%,5.0%
1400000US48201321800,"Census Tract 3218, Harris County, Texas",2675,28,2557,76,1.0%,95.6%,2.8%,3098,28,2920,136,0.9%,94.3%,4.4%,141,5.2%,84,0,74,10,3.1%,0.0%,88.1%,11.9%," $ 62,167.00 ", - ," $ 65,694.00 "," $ 20,125.00 ",222,0,509,31,8.3%,0.0%,12.4%,22.8%
1400000US48201313600,"Census Tract 3136, Harris County, Texas",2751,1878,626,187,68.3%,22.8%,6.8%,3377,2436,690,200,72.1%,20.4%,5.9%,394,13.2%,281,168,59,44,9.4%,59.8%,21.0%,15.7%," $ 27,246.00 "," $ 24,797.00 "," $ 42,396.00 ", - ,939,1535,248,179,34.1%,47.3%,25.0%,57.7%
1400000US48201320500,"Census Tract 3205, Harris County, Texas",3211,10,2959,190,0.3%,92.2%,5.9%,3535,11,3143,303,0.3%,88.9%,8.6%,183,6.2%,112,9,89,14,3.8%,8.0%,79.5%,12.5%," $ 60,656.00 ", - ," $ 61,516.00 "," $ 35,682.00 ",315,2,678,3,9.8%,18.2%,16.5%,0.8%
1400000US48201321500,"Census Tract 3215, Harris County, Texas",1688,78,1492,78,4.6%,88.4%,4.6%,1893,78,1679,91,4.1%,88.7%,4.8%,87,5.4%,45,0,28,10,2.8%,0.0%,62.2%,22.2%," $ 30,263.00 ", - ," $ 30,329.00 "," $ 29,722.00 ",390,20,842,13,23.1%,20.2%,31.0%,12.7%
1400000US48201331300,"Census Tract 3313, Harris County, Texas",3540,2929,524,55,82.7%,14.8%,1.6%,4417,3795,524,65,85.9%,11.9%,1.5%,854,24.1%,606,564,30,1,17.1%,93.1%,5.0%,0.2%," $ 39,026.00 "," $ 36,281.00 "," $ 53,378.00 ", - ,886,1165,51,2,25.0%,25.8%,6.3%,2.2%
1400000US48201331900,"Census Tract 3319, Harris County, Texas",1991,1583,369,39,79.5%,18.5%,2.0%,2687,2204,437,46,82.0%,16.3%,1.7%,337,14.6%,223,207,0,16,9.7%,92.8%,0.0%,7.2%," $ 46,277.00 "," $ 46,250.00 "," $ 46,875.00 "," $ 42,031.00 ",279,322,427,16,14.0%,11.3%,55.0%,34.8%
1400000US48201342200,"Census Tract 3422, Harris County, Texas",2314,148,1507,703,6.4%,65.1%,30.4%,2770,161,1618,1007,5.8%,58.4%,36.4%,322,14.8%,189,17,98,74,8.7%,9.0%,51.9%,39.2%," $ 60,625.00 "," $ 58,438.00 "," $ 68,750.00 "," $ 57,617.00 ",29,0,28,18,1.3%,0.0%,1.2%,1.5%
1400000US48201332000,"Census Tract 3320, Harris County, Texas",3052,2432,544,94,79.7%,17.8%,3.1%,3902,3055,605,207,78.3%,15.5%,5.3%,490,14.7%,280,237,67,22,8.4%,84.6%,23.9%,7.9%," $ 28,562.00 "," $ 23,333.00 "," $ 62,689.00 ", - ,1081,1984,220,95,35.5%,42.1%,16.3%,58.6%
1400000US48201332200,"Census Tract 3322, Harris County, Texas",3062,2007,1001,16,65.5%,32.7%,0.5%,3745,2599,1102,16,69.4%,29.4%,0.4%,333,9.9%,265,193,64,8,7.9%,72.8%,24.2%,3.0%," $ 46,384.00 "," $ 47,794.00 "," $ 43,403.00 ", - ,602,828,387,8,19.7%,25.2%,20.8%,50.0%
1400000US48201341700,"Census Tract 3417, Harris County, Texas",1981,110,463,1382,5.6%,23.4%,69.8%,2438,131,473,1808,5.4%,19.4%,74.2%,806,35.0%,519,21,84,403,22.6%,4.0%,16.2%,77.6%," $ 71,908.00 ", - ," $ 88,462.00 "," $ 68,523.00 ",100,0,0,145,5.0%,0.0%,0.0%,6.8%
1400000US48201342400,"Census Tract 3424, Harris County, Texas",2153,52,1073,966,2.4%,49.8%,44.9%,2336,52,1100,1122,2.2%,47.1%,48.0%,470,24.4%,285,16,40,211,14.8%,5.6%,14.0%,74.0%," $ 63,750.00 ", - ," $ 57,022.00 "," $ 71,250.00 ",145,5,74,141,6.7%,6.6%,4.0%,10.4%
1400000US48201350100,"Census Tract 3501, Harris County, Texas",10493,1853,3109,2408,17.7%,29.6%,22.9%,12809,2060,3458,3788,16.1%,27.0%,29.6%,5024,46.3%,3820,186,995,1458,35.2%,4.9%,26.0%,38.2%," $ 92,357.00 "," $ 46,974.00 "," $ 114,381.00 "," $ 99,417.00 ",759,513,113,165,7.2%,17.4%,2.4%,3.5%
1400000US48201412500,"Census Tract 4125, Harris County, Texas",970,13,82,711,1.3%,8.5%,73.3%,1144,13,88,822,1.1%,7.7%,71.9%,901,88.3%,882,6,46,647,86.4%,0.7%,5.2%,73.4%," $ 211,250.00 ", - , - ," 250,000+ ",51,0,12,34,5.3%,0.0%,10.6%,2.9%
